ID,Product_Name,Brand,Category,Price_USD,Rating,Number_of_Reviews,Brand_encoded,Category_encoded,Price_USD_scaled,Rating_scaled
4301,Ultra Contour,Charlotte Tilbury,CC Cream,113.2,3.9,8420,5,3,0.8184295181888006,0.7685625312957277
4302,Perfect Mascara,Fenty Beauty,CC Cream,40.1,3.9,6614,12,3,-0.9909031252372815,0.7685625312957277
4303,Divine Mascara,Tatcha,Mascara,101.9,3.9,6274,36,18,0.5387378783705418,0.7685625312957277
4304,Ultra Primer,ColourPop,BB Cream,145.39,3.9,2237,7,0,1.6151794195825837,0.7685625312957277
4305,Perfect Mascara,Bite Beauty,CC Cream,91.45,3.9,4841,2,3,0.28008499022002786,0.7685625312957277
4306,Super Cleanser,Huda Beauty,Serum,14.65,3.9,3766,15,22,-1.620828101642121,0.7685625312957277
4307,Divine Setting Spray,Urban Decay,Foundation,47.23,3.9,4266,38,12,-0.8144251259537253,0.7685625312957277
4308,Super Eye Shadow,Clinique,Face Oil,139.51,3.9,1970,6,11,1.469640760986888,0.7685625312957277
4309,Divine Exfoliator,Hourglass,Serum,117.56,3.9,5198,14,22,0.926345938508058,0.7685625312957277
4310,Super Contour,Yves Saint Laurent,Serum,26.34,3.9,7528,39,22,-1.3314833875292498,0.7685625312957277
4311,Ultra Powder,Farsali,Contour,53.26,3.9,6379,11,6,-0.6651737464754862,0.7685625312957277
4312,Divine Setting Spray,IT Cosmetics,Eye Shadow,82.75,3.9,6503,16,8,0.06474717903251873,0.7685625312957277
4313,Ultra Powder,Juvia’s Place,Makeup Remover,74.2,3.9,5420,18,17,-0.146877911272447,0.7685625312957277
4314,Ultra BB Cream,KVD Beauty,Lip Liner,10.18,3.9,8813,19,15,-1.7314671839419107,0.7685625312957277
4315,Super Highlighter,Morphe,Serum,63.05,3.9,2719,25,22,-0.42285683020816284,0.7685625312957277
4316,Ultra Concealer,Bobby Brown,Mascara,61.19,3.9,8115,3,18,-0.46889456915169925,0.7685625312957277
4317,Perfect Lip Liner,Tatcha,Face Mask,80.73,3.9,8109,36,10,0.01474920448093626,0.7685625312957277
4318,Divine Highlighter,Too Faced,Powder,36.07,3.9,3753,37,20,-1.0906515596149438,0.7685625312957277
4319,Magic Lip Liner,Natasha Denona,Face Oil,128.68,3.9,3543,27,11,1.2015823132672652,0.7685625312957277
4320,Ultra Serum,Laura Mercier,BB Cream,73.16,3.9,5529,22,0,-0.1726194427247471,0.7685625312957277
4321,Divine Lipstick,Yves Saint Laurent,Highlighter,55.97,3.9,2050,39,13,-0.5980972558642047,0.7685625312957277
4322,Super Lip Gloss,Farsali,Blush,15.75,3.9,2056,11,1,-1.593601481836804,0.7685625312957277
4323,Ultra Makeup Remover,Charlotte Tilbury,Foundation,119.38,3.9,2630,5,12,0.9713936185495827,0.7685625312957277
4324,Perfect CC Cream,Hourglass,Powder,149.97,3.9,7806,14,20,1.728541163862905,0.7685625312957277
4325,Divine Lip Liner,Sisley,Eye Shadow,27.31,3.9,4789,34,8,-1.3074744591554701,0.7685625312957277
4326,Divine Cleanser,Rare Beauty,Contour,95.09,3.9,1869,32,6,0.37018035030307767,0.7685625312957277
4327,Ultra BB Cream,Too Faced,Mascara,69.92,3.9,935,37,18,-0.25281421378768143,0.7685625312957277
4328,Ultra Primer,Charlotte Tilbury,Eye Shadow,146.13,3.9,8204,5,8,1.6334955092697974,0.7685625312957277
4329,Perfect Highlighter,Kiehl’s,Face Oil,51.13,3.9,6937,20,11,-0.7178943830076004,0.7685625312957277
4330,Perfect Eye Shadow,Patrick Ta,BB Cream,96.71,3.9,7329,29,0,0.41027773583454463,0.7685625312957277
4331,Ultra Exfoliator,Bourjois,Serum,33.37,3.9,1042,4,22,-1.1574805355007225,0.7685625312957277
4332,Perfect Lip Gloss,Bourjois,CC Cream,84.71,3.9,8385,4,3,0.11326006523108384,0.7685625312957277
4333,Perfect Primer,Urban Decay,BB Cream,119.45,3.9,1728,38,0,0.9731262216281031,0.7685625312957277
4334,Magic BB Cream,Kiehl’s,Lip Gloss,42.84,3.9,6259,20,14,-0.9230840904494912,0.7685625312957277
4335,Magic Bronzer,Charlotte Tilbury,Concealer,78.86,3.9,1069,5,5,-0.03153604918810316,0.7685625312957277
4336,Divine Blush,Rare Beauty,Blush,116.43,3.9,353,32,1,0.8983767745262322,0.7685625312957277
4337,Magic BB Cream,Kylie Cosmetics,Primer,11.88,3.9,8378,21,21,-1.6893896806064204,0.7685625312957277
4338,Magic Serum,Fenty Beauty,Concealer,127.14,3.9,4689,12,5,1.1634650455398208,0.7685625312957277
4339,Super Lip Gloss,Charlotte Tilbury,Powder,99.1,3.9,5745,5,20,0.46943375522973396,0.7685625312957277
4340,Magic Primer,Perricone MD,Moisturizer,148.92,3.9,8602,30,19,1.702552117685102,0.7685625312957277
4341,Super Cleanser,KVD Beauty,Contour,69.25,3.9,2211,19,6,-0.2693977003963747,0.7685625312957277
4342,Ultra Contour,Patrick Ta,Powder,76.58,3.9,9074,29,20,-0.08796940660276074,0.7685625312957277
4343,Ultra Primer,KVD Beauty,Contour,114.63,3.9,6490,19,6,0.8538241239357128,0.7685625312957277
4344,Super Bronzer,ColourPop,Lip Gloss,129.7,3.9,5941,7,14,1.226828815268559,0.7685625312957277
4345,Perfect Eyeliner,Kiehl’s,Setting Spray,149.91,3.9,9177,20,23,1.7270560755098876,0.7685625312957277
4346,Perfect Concealer,Bourjois,CC Cream,116.09,3.9,7762,4,3,0.889961273859134,0.7685625312957277
4347,Super Bronzer,Bourjois,Face Oil,73.37,3.9,4646,4,11,-0.16742163348918634,0.7685625312957277
4348,Ultra Lip Liner,E.l.f.,Eyeliner,27.71,3.9,7302,10,9,-1.2975738701353547,0.7685625312957277
4349,Divine Foundation,IT Cosmetics,Lip Liner,42.87,3.9,8089,16,15,-0.9223415462729827,0.7685625312957277
4350,Super Blush,Danessa Myricks,Lip Liner,54.35,3.9,1734,8,15,-0.6381946413956718,0.7685625312957277
4351,Super Bronzer,Fenty Beauty,BB Cream,51.78,3.9,4150,12,0,-0.701805925849913,0.7685625312957277
4352,Magic Concealer,KVD Beauty,Contour,52.91,3.9,8128,19,6,-0.6738367618680873,0.7685625312957277
4353,Magic Mascara,Milk Makeup,Serum,104.61,3.9,9166,24,22,0.6058143689818232,0.7685625312957277
4354,Ultra Concealer,Patrick Ta,Primer,51.6,3.9,3424,29,21,-0.7062611909089649,0.7685625312957277
4355,Ultra Serum,IT Cosmetics,CC Cream,41.64,3.9,9927,16,3,-0.9527858575098374,0.7685625312957277
4356,Divine BB Cream,NARS,Mascara,30.29,3.9,6768,26,18,-1.2337150709556108,0.7685625312957277
4357,Magic Highlighter,Glossier,Contour,23.65,3.9,4750,13,6,-1.3980648486895257,0.7685625312957277
4358,Magic Eye Shadow,Farsali,Face Mask,52.12,3.9,9202,11,10,-0.693390425182815,0.7685625312957277
4359,Magic CC Cream,Yves Saint Laurent,Highlighter,114.66,3.9,9932,39,13,0.8545666681122215,0.7685625312957277
4360,Divine Eyeliner,Rare Beauty,Highlighter,109.47,3.9,4911,32,13,0.7261065255762248,0.7685625312957277
4361,Super Mascara,Laura Mercier,Makeup Remover,50.23,3.9,2232,22,17,-0.7401707083028601,0.7685625312957277
4362,Perfect Serum,Becca,Foundation,48.16,3.9,8053,1,12,-0.7914062564819572,0.7685625312957277
4363,Ultra Powder,Fenty Beauty,Lip Liner,143.83,3.9,6403,12,15,1.5765671224041344,0.7685625312957277
4364,Divine Foundation,Ilia Beauty,Foundation,127.92,3.9,8206,17,12,1.1827711941290457,0.7685625312957277
4365,Ultra Mascara,Yves Saint Laurent,Blush,29.27,3.9,9500,39,1,-1.258961572956905,0.7685625312957277
4366,Ultra Lip Liner,Drunk Elephant,Contour,27.17,3.9,500,9,6,-1.3109396653125105,0.7685625312957277
4367,Ultra Blush,Shiseido,Powder,135.79,3.9,3515,33,20,1.3775652830998153,0.7685625312957277
4368,Perfect Setting Spray,Bite Beauty,Mascara,144.95,3.9,5975,2,18,1.604288771660457,0.7685625312957277
4369,Magic Cleanser,Perricone MD,Eyeliner,88.37,3.9,6944,30,9,0.20385045476513966,0.7685625312957277
4370,Ultra Highlighter,Laura Mercier,Serum,112.69,3.9,4250,22,22,0.8058062671881534,0.7685625312957277
4371,Super Exfoliator,Perricone MD,Moisturizer,60.45,3.9,7689,30,19,-0.4872106588389125,0.7685625312957277
4372,Ultra Foundation,Urban Decay,CC Cream,66.46,3.9,8721,38,3,-0.3384543088116795,0.7685625312957277
4373,Ultra Concealer,Glossier,BB Cream,110.52,3.9,9655,13,0,0.7520955717540275,0.7685625312957277
4374,Divine Highlighter,Becca,Mascara,95.6,3.9,9036,1,18,0.38280360130372454,0.7685625312957277
4375,Magic Contour,Rare Beauty,Setting Spray,39.71,3.9,9866,32,23,-1.000556199531894,0.7685625312957277
4376,Magic Contour,Glossier,Makeup Remover,125.33,3.9,8875,13,17,1.1186648802237988,0.7685625312957277
4377,Super Setting Spray,Morphe,Face Mask,39.39,3.9,3674,25,10,-1.0084766707479862,0.7685625312957277
4378,Super Setting Spray,Charlotte Tilbury,Primer,149.72,3.9,8830,5,21,1.722353295725333,0.7685625312957277
4379,Super Eyeliner,Tarte,Blush,141.69,3.9,4261,35,1,1.523598971146517,0.7685625312957277
4380,Divine Moisturizer,Milk Makeup,Eye Shadow,17.66,3.9,1265,24,8,-1.5463261692657533,0.7685625312957277
4381,Perfect Setting Spray,Rare Beauty,Powder,81.02,3.9,9666,32,20,0.0219271315205197,0.7685625312957277
4382,Ultra Eyeliner,Kiehl’s,CC Cream,92.03,3.9,389,20,3,0.2944408442991951,0.7685625312957277
4383,Super Concealer,Milk Makeup,Face Mask,86.52,3.9,7356,24,10,0.1580602305471059,0.7685625312957277
4384,Super Lipstick,NARS,Face Mask,97.94,3.9,3977,26,10,0.4407220470713995,0.7685625312957277
4385,Divine Exfoliator,Patrick Ta,Blush,12.12,3.9,9625,29,1,-1.683449327194351,0.7685625312957277
4386,Super Lip Liner,Bite Beauty,Exfoliator,126.93,3.9,1152,2,7,1.1582672363042605,0.7685625312957277
4387,Divine Makeup Remover,Tatcha,BB Cream,102.42,3.9,2280,36,0,0.5516086440966916,0.7685625312957277
4388,Magic Makeup Remover,Yves Saint Laurent,Exfoliator,133.36,3.9,4856,39,7,1.317419204802615,0.7685625312957277
4389,Magic Lip Gloss,Laura Mercier,Powder,25.69,3.9,6717,22,20,-1.3475718446869374,0.7685625312957277
4390,Super Blush,ColourPop,BB Cream,32.66,3.9,562,7,0,-1.1750540810114274,0.7685625312957277
4391,Divine Face Mask,Tarte,Contour,76.07,3.9,3537,35,6,-0.10059265760340795,0.7685625312957277
4392,Ultra BB Cream,Kiehl’s,Eye Shadow,25.52,3.9,5958,20,8,-1.3517795950204865,0.7685625312957277
4393,Divine Foundation,Bite Beauty,Concealer,147.38,3.9,523,2,5,1.664434849957658,0.7685625312957277
4394,Perfect Primer,Anastasia Beverly Hills,Lip Liner,20.96,3.9,2763,0,15,-1.4646463098498015,0.7685625312957277
4395,Divine Moisturizer,Laura Mercier,CC Cream,56.49,3.9,6089,22,3,-0.5852264901380546,0.7685625312957277
4396,Divine Concealer,Kylie Cosmetics,Blush,117.57,3.9,1705,21,1,0.9265934532335607,0.7685625312957277
4397,Perfect Face Oil,Glossier,Lip Gloss,124.01,3.9,4909,13,14,1.0859929364574183,0.7685625312957277
4398,Magic Face Mask,NARS,Setting Spray,93.95,3.9,9603,26,23,0.34196367159574886,0.7685625312957277
4399,Ultra Exfoliator,NARS,Foundation,125.61,3.9,6970,26,12,1.1255952925378796,0.7685625312957277
4400,Perfect Contour,Make Up For Ever,Setting Spray,133.16,3.9,3477,23,23,1.3124689102925569,0.7685625312957277
4401,Divine Powder,Ilia Beauty,Highlighter,16.66,3.9,9668,17,13,-1.5710776418160417,0.7685625312957277
4402,Perfect Eyeliner,KVD Beauty,Mascara,117.36,3.9,3053,19,18,0.9213956439980002,0.7685625312957277
4403,Perfect Cleanser,E.l.f.,Bronzer,136.51,3.9,5089,10,2,1.395386343336023,0.7685625312957277
4404,Super Bronzer,Bobby Brown,BB Cream,132.13,3.9,4902,3,0,1.28697489356576,0.7685625312957277
4405,Super Cleanser,Bobby Brown,Foundation,108.87,3.9,4302,3,12,0.7112556420460519,0.7685625312957277
4406,Magic Lipstick,Pat McGrath Labs,Primer,21.46,3.9,7649,28,21,-1.4522705735746573,0.7685625312957277
4407,Super Eyeliner,Huda Beauty,Lip Gloss,47.92,3.9,5738,15,14,-0.7973466098940262,0.7685625312957277
4408,Super Face Mask,Laura Mercier,Moisturizer,81.32,3.9,5950,22,19,0.02935257328560615,0.7685625312957277
4409,Super Foundation,Morphe,Setting Spray,35.47,3.9,942,25,23,-1.1055024431451168,0.7685625312957277
4410,Divine Face Oil,Kiehl’s,Powder,114.38,3.9,7578,20,20,0.8476362557981407,0.7685625312957277
4411,Perfect Cleanser,Morphe,Face Oil,49.95,3.9,2203,25,11,-0.7471011206169408,0.7685625312957277
4412,Super Powder,Drunk Elephant,Bronzer,142.22,3.9,1597,9,2,1.53671725159817,0.7685625312957277
4413,Perfect Makeup Remover,Hourglass,Highlighter,31.33,3.9,960,14,13,-1.2079735395033109,0.7685625312957277
4414,Super Setting Spray,Tatcha,Eyeliner,117.44,3.9,1302,36,9,0.9233757618020233,0.7685625312957277
4415,Divine Mascara,Tatcha,Cleanser,127.57,3.9,6313,36,4,1.1741081787364447,0.7685625312957277
4416,Ultra CC Cream,IT Cosmetics,Cleanser,10.29,3.9,2723,16,4,-1.7287445219613786,0.7685625312957277
4417,Perfect Highlighter,Laura Mercier,Exfoliator,88.2,3.9,4034,22,7,0.19964270443159057,0.7685625312957277
4418,Ultra Powder,ColourPop,Lip Gloss,114.83,3.9,3494,7,14,0.8587744184457706,0.7685625312957277
4419,Divine Lip Liner,KVD Beauty,Primer,47.68,3.9,9357,19,21,-0.8032869633060955,0.7685625312957277
4420,Ultra Primer,Sisley,Cleanser,33.4,3.9,7182,34,4,-1.156737991324214,0.7685625312957277
4421,Divine CC Cream,Huda Beauty,Exfoliator,57.63,3.9,6973,15,7,-0.5570098114307258,0.7685625312957277
4422,Perfect Eyeliner,Anastasia Beverly Hills,Foundation,59.2,3.9,4917,0,12,-0.518149999526773,0.7685625312957277
4423,Divine Bronzer,E.l.f.,Serum,145.71,3.9,1170,10,22,1.6230998907986767,0.7685625312957277
4424,Super Setting Spray,Becca,Setting Spray,63.32,3.9,7418,1,23,-0.4161739326195849,0.7685625312957277
4425,Ultra Foundation,Fenty Beauty,Eyeliner,14.49,3.9,8714,12,9,-1.6247883372501677,0.7685625312957277
4426,Ultra CC Cream,Danessa Myricks,Highlighter,63.49,3.9,7211,8,13,-0.4119661822860358,0.7685625312957277
4427,Divine Lipstick,Kiehl’s,Face Mask,148.61,3.9,7826,20,10,1.694879161194513,0.7685625312957277
4428,Perfect Exfoliator,Rare Beauty,Powder,15.28,3.9,3049,32,20,-1.6052346739354397,0.7685625312957277
4429,Divine Blush,Ilia Beauty,Eyeliner,119.24,3.9,3519,17,9,0.9679284123925423,0.7685625312957277
4430,Divine Lip Gloss,Glossier,Face Oil,55.14,3.8,9593,13,11,-0.618640978080944,0.6829453582377041
4431,Magic Cleanser,Anastasia Beverly Hills,Concealer,84.07,3.8,3362,0,5,0.09741912279889925,0.6829453582377041
4432,Perfect Lipstick,Tarte,Face Mask,40.81,3.8,8723,35,10,-0.9733295797265767,0.6829453582377041
4433,Super Lip Gloss,Sisley,BB Cream,105.97,3.8,6705,34,0,0.6394763716502153,0.6829453582377041
4434,Super Foundation,NARS,Face Mask,25.85,3.8,5070,26,10,-1.3436116090788912,0.6829453582377041
4435,Super BB Cream,Huda Beauty,Primer,57.36,3.8,3738,15,21,-0.5636927090193038,0.6829453582377041
4436,Divine Setting Spray,Morphe,Foundation,144.37,3.8,6481,25,12,1.5899329175812902,0.6829453582377041
4437,Perfect Contour,Laura Mercier,Serum,53.74,3.8,2311,22,22,-0.6532930396513477,0.6829453582377041
4438,Divine Makeup Remover,Milk Makeup,Powder,112.34,3.8,6914,24,20,0.7971432517955526,0.6829453582377041
4439,Super Bronzer,Urban Decay,Highlighter,49.69,3.8,1267,38,13,-0.7535365034800159,0.6829453582377041
4440,Super Powder,NARS,Blush,13.26,3.8,234,26,1,-1.6552326484870221,0.6829453582377041
4441,Magic Cleanser,Kylie Cosmetics,Makeup Remover,73.89,3.8,5004,21,17,-0.15455086776303648,0.6829453582377041
4442,Magic Makeup Remover,Drunk Elephant,CC Cream,117.6,3.8,460,9,3,0.9273359974100693,0.6829453582377041
4443,Perfect Foundation,Pat McGrath Labs,Cleanser,132.15,3.8,6881,28,4,1.2874699230167659,0.6829453582377041
4444,Ultra Concealer,Hourglass,Cleanser,67.16,3.8,1973,14,4,-0.32112827802647753,0.6829453582377041
4445,Magic Face Mask,Make Up For Ever,Face Mask,59.49,3.8,115,23,10,-0.5109720724871895,0.6829453582377041
4446,Ultra CC Cream,Laura Mercier,Exfoliator,88.9,3.8,1202,22,7,0.21696873521679252,0.6829453582377041
4447,Perfect Lip Liner,Clinique,Foundation,149.92,3.8,2040,6,12,1.7273035902353904,0.6829453582377041
4448,Magic Highlighter,Sisley,Serum,115.64,3.8,5459,34,22,0.8788231112115042,0.6829453582377041
4449,Divine Blush,Make Up For Ever,Concealer,81.34,3.8,6260,23,5,0.02984760273661217,0.6829453582377041
4450,Magic Cleanser,Too Faced,Powder,40.13,3.8,7964,37,20,-0.9901605810607729,0.6829453582377041
4451,Super BB Cream,Yves Saint Laurent,Foundation,99.09,3.8,6705,39,12,0.4691862405042313,0.6829453582377041
4452,Magic Eye Shadow,Huda Beauty,Mascara,87.21,3.8,4158,15,18,0.17513874660680484,0.6829453582377041
4453,Perfect Blush,Laura Mercier,CC Cream,107.8,3.8,1623,22,3,0.6847715664172431,0.6829453582377041
4454,Ultra Bronzer,Milk Makeup,Lip Gloss,68.31,3.8,547,24,14,-0.29266408459364573,0.6829453582377041
4455,Super Mascara,Bourjois,Face Mask,65.29,3.8,8326,4,10,-0.3674135316955166,0.6829453582377041
4456,Ultra Eye Shadow,ColourPop,Powder,27.62,3.8,5635,7,20,-1.2998015026648806,0.6829453582377041
4457,Ultra Lip Gloss,Make Up For Ever,Mascara,27.02,3.8,9406,23,18,-1.3146523861950539,0.6829453582377041
4458,Divine Highlighter,Bite Beauty,Setting Spray,47.54,3.8,3007,2,23,-0.8067521694631359,0.6829453582377041
4459,Super Mascara,ColourPop,Makeup Remover,111.67,3.8,7799,7,17,0.7805597651868593,0.6829453582377041
4460,Super Face Mask,Make Up For Ever,CC Cream,24.38,3.8,9640,23,3,-1.3799962737278153,0.6829453582377041
4461,Super Concealer,KVD Beauty,Concealer,96.05,3.8,3736,19,5,0.3939417639513544,0.6829453582377041
4462,Magic Setting Spray,Sisley,Setting Spray,81.24,3.8,7128,34,23,0.027372455481583118,0.6829453582377041
4463,Ultra Face Mask,Huda Beauty,BB Cream,88.05,3.8,3347,15,0,0.19592998354904717,0.6829453582377041
4464,Magic Face Oil,KVD Beauty,Makeup Remover,118.05,3.8,8634,19,17,0.9384741600576992,0.6829453582377041
4465,Divine Blush,Milk Makeup,Makeup Remover,52.74,3.8,3052,24,17,-0.6780445122016361,0.6829453582377041
4466,Perfect Lipstick,Perricone MD,Concealer,61.22,3.8,6814,30,5,-0.46815202497519054,0.6829453582377041
4467,Perfect Setting Spray,Make Up For Ever,Lip Liner,133.45,3.8,6070,23,15,1.3196468373321404,0.6829453582377041
4468,Magic Mascara,Perricone MD,Lip Gloss,61.13,3.8,1337,30,14,-0.47037965750471644,0.6829453582377041
4469,Super Eyeliner,Tatcha,BB Cream,12.27,3.8,2014,36,0,-1.6797366063118078,0.6829453582377041
4470,Divine Setting Spray,Danessa Myricks,Powder,137.98,3.8,1245,8,20,1.4317710079849468,0.6829453582377041
4471,Ultra Eye Shadow,Pat McGrath Labs,Setting Spray,86.15,3.8,4597,28,23,0.14890218570349945,0.6829453582377041
4472,Magic Bronzer,Bourjois,Moisturizer,18.18,3.8,8846,4,19,-1.5334554035396033,0.6829453582377041
4473,Ultra Face Oil,Clinique,BB Cream,63.6,3.8,7618,6,0,-0.4092435203055041,0.6829453582377041
4474,Ultra Primer,Farsali,Face Mask,112.49,3.8,848,11,10,0.8008559726780956,0.6829453582377041
4475,Super Highlighter,Clinique,Eye Shadow,31.98,3.8,3624,6,8,-1.1918850823456233,0.6829453582377041
4476,Perfect Highlighter,RMS Beauty,Eye Shadow,38.42,3.8,8543,31,8,-1.032485599121766,0.6829453582377041
4477,Divine Makeup Remover,KVD Beauty,Mascara,63.95,3.8,4469,19,18,-0.40058050491290315,0.6829453582377041
4478,Magic Concealer,Yves Saint Laurent,Bronzer,93.65,3.8,9887,39,2,0.33453822983066245,0.6829453582377041
4479,Divine Concealer,IT Cosmetics,Mascara,81.83,3.8,4563,16,18,0.041975824286253356,0.6829453582377041
4480,Magic Exfoliator,Bobby Brown,Moisturizer,116.66,3.8,7985,3,19,0.9040696132127983,0.6829453582377041
4481,Ultra Exfoliator,Tatcha,Moisturizer,52.17,3.8,5734,36,19,-0.6921528515553005,0.6829453582377041
4482,Super Setting Spray,Drunk Elephant,Serum,115.53,3.8,5515,9,22,0.8761004492309725,0.6829453582377041
4483,Super Highlighter,Morphe,Face Oil,104.43,3.8,1211,25,11,0.6013591039227714,0.6829453582377041
4484,Divine Lipstick,Urban Decay,Highlighter,113.36,3.8,2183,38,13,0.8223897537968466,0.6829453582377041
4485,Perfect Foundation,Laura Mercier,Serum,47.75,3.8,1395,22,22,-0.8015543602275753,0.6829453582377041
4486,Divine Blush,Yves Saint Laurent,Lip Liner,42.2,3.8,6993,39,15,-0.9389250328816758,0.6829453582377041
4487,Magic CC Cream,Charlotte Tilbury,Serum,139.43,3.8,8071,5,22,1.4676606431828654,0.6829453582377041
4488,Ultra Lip Liner,Bobby Brown,Mascara,24.95,3.8,3288,3,18,-1.3658879343741508,0.6829453582377041
4489,Super Powder,Milk Makeup,Lip Liner,90.04,3.8,5997,24,15,0.24518541392412133,0.6829453582377041
4490,Divine Face Mask,Bobby Brown,Foundation,54.55,3.8,7958,3,12,-0.6332443468856143,0.6829453582377041
4491,Magic Highlighter,Milk Makeup,Makeup Remover,149.47,3.8,2187,24,17,1.7161654275877607,0.6829453582377041
4492,Perfect Eyeliner,Perricone MD,Bronzer,48.87,3.8,6188,30,2,-0.7738327109712524,0.6829453582377041
4493,Perfect Exfoliator,Glossier,Setting Spray,103.83,3.8,3529,13,23,0.5865082203925982,0.6829453582377041
4494,Super Blush,Drunk Elephant,Cleanser,90.64,3.8,6502,9,4,0.26003629745429424,0.6829453582377041
4495,Super Blush,Bite Beauty,Mascara,33.31,3.8,1181,2,18,-1.1589656238537398,0.6829453582377041
4496,Divine Powder,Ilia Beauty,Powder,84.78,3.8,1615,17,20,0.11499266830960421,0.6829453582377041
4497,Super Foundation,Tatcha,Setting Spray,71.49,3.8,8880,36,23,-0.21395440188372877,0.6829453582377041
4498,Super Setting Spray,Milk Makeup,BB Cream,127.99,3.8,5586,24,0,1.1845037972075658,0.6829453582377041
4499,Super Mascara,IT Cosmetics,Setting Spray,49.94,3.8,1338,16,23,-0.7473486353424438,0.6829453582377041
4500,Perfect Eye Shadow,Shiseido,CC Cream,79.34,3.8,6190,33,3,-0.019655342363964632,0.6829453582377041
4501,Super Mascara,Urban Decay,Primer,138.79,3.8,6701,38,21,1.4518197007506806,0.6829453582377041
4502,Magic Cleanser,Yves Saint Laurent,Blush,121.83,3.8,1292,39,1,1.0320347262977894,0.6829453582377041
4503,Magic CC Cream,Too Faced,Contour,16.01,3.8,5160,37,6,-1.587166098973729,0.6829453582377041
4504,Super Concealer,Yves Saint Laurent,Moisturizer,88.86,3.8,5689,39,19,0.21597867631478085,0.6829453582377041
4505,Magic Highlighter,Ilia Beauty,Contour,61.67,3.8,8705,17,6,-0.4570138623275607,0.6829453582377041
4506,Perfect Concealer,Glossier,Bronzer,62.48,3.8,3490,13,2,-0.43696516956182724,0.6829453582377041
4507,Divine Face Mask,Bourjois,Cleanser,49.22,3.8,2835,4,4,-0.7651696955786513,0.6829453582377041
4508,Divine Exfoliator,Make Up For Ever,Makeup Remover,127.64,3.8,6573,23,17,1.175840781814965,0.6829453582377041
4509,Magic Lip Gloss,Shiseido,Bronzer,101.63,3.8,8221,33,2,0.5320549807819637,0.6829453582377041
4510,Magic Foundation,Farsali,Foundation,120.42,3.8,2677,11,12,0.9971351500018828,0.6829453582377041
4511,Ultra Setting Spray,KVD Beauty,Bronzer,56.88,3.8,6848,19,2,-0.5755734158434421,0.6829453582377041
4512,Divine Exfoliator,Ilia Beauty,Face Mask,146.54,3.8,7557,17,10,1.6436436130154155,0.6829453582377041
4513,Super Eyeliner,Clinique,Primer,144.75,3.8,7789,6,21,1.5993384771503996,0.6829453582377041
4514,Magic Mascara,Fenty Beauty,Serum,55.11,3.8,4698,12,22,-0.6193835222574526,0.6829453582377041
4515,Perfect Face Oil,Drunk Elephant,Eyeliner,116.93,3.8,8742,9,9,0.9107525108013764,0.6829453582377041
4516,Ultra Exfoliator,Bourjois,Eyeliner,26.87,3.8,9967,4,9,-1.318365107077597,0.6829453582377041
4517,Divine Powder,Anastasia Beverly Hills,Blush,11.26,3.8,4693,0,1,-1.704735593587599,0.6829453582377041
4518,Divine Face Oil,ColourPop,Eyeliner,36.55,3.8,7769,7,9,-1.0787708527908055,0.6829453582377041
4519,Divine BB Cream,Laura Mercier,Setting Spray,95.8,3.8,4873,22,23,0.3877538958137823,0.6829453582377041
4520,Divine Blush,Huda Beauty,Lipstick,132.8,3.8,556,15,16,1.3035583801744535,0.6829453582377041
4521,Ultra Foundation,Tatcha,Lip Liner,81.32,3.8,4089,36,15,0.02935257328560615,0.6829453582377041
4522,Divine Foundation,E.l.f.,Lipstick,136.41,3.8,2830,10,16,1.3929111960809941,0.6829453582377041
4523,Super Cleanser,Huda Beauty,Lipstick,19.3,3.8,3436,15,16,-1.5057337542832803,0.6829453582377041
4524,Divine Lip Liner,Sisley,Foundation,101.33,3.8,2557,34,12,0.5246295390168771,0.6829453582377041
4525,Magic Bronzer,Kylie Cosmetics,Lipstick,125.75,3.8,7256,21,16,1.12906049869492,0.6829453582377041
4526,Divine Setting Spray,RMS Beauty,Lipstick,110.62,3.8,6156,31,16,0.7545707190090566,0.6829453582377041
4527,Ultra BB Cream,Anastasia Beverly Hills,Lipstick,82.39,3.8,3553,0,16,0.05583664891441492,0.6829453582377041
4528,Magic Lip Gloss,Ilia Beauty,Primer,71.13,3.8,2933,17,21,-0.2228649320018326,0.6829453582377041
4529,Perfect Face Oil,Too Faced,Exfoliator,20.52,3.8,5221,37,7,-1.4755369577719286,0.6829453582377041
4530,Super Eye Shadow,Yves Saint Laurent,Mascara,76.08,3.8,8426,39,18,-0.10034514287790494,0.6829453582377041
4531,Super Powder,Too Faced,Lipstick,33.57,3.8,7367,37,16,-1.1525302409906648,0.6829453582377041
4532,Ultra CC Cream,Kiehl’s,Lipstick,82.28,3.8,5822,20,16,0.05311398693388321,0.6829453582377041
4533,Perfect Eye Shadow,IT Cosmetics,Lipstick,71.59,3.8,9731,16,16,-0.21147925462869974,0.6829453582377041
4534,Divine Foundation,Bite Beauty,Lipstick,110.61,3.8,5378,2,16,0.7543232042835536,0.6829453582377041
4535,Ultra Blush,Pat McGrath Labs,Eye Shadow,49.92,3.8,941,28,8,-0.7478436647934494,0.6829453582377041
4536,Ultra CC Cream,Yves Saint Laurent,Contour,80.92,3.8,581,39,6,0.019451984265491,0.6829453582377041
4537,Super Exfoliator,Patrick Ta,Lipstick,60.45,3.8,2013,29,16,-0.4872106588389125,0.6829453582377041
