Product_Name,Brand,Category,Usage_Frequency,Price_USD,Rating,Number_of_Reviews,Product_Size,Skin_Type,Gender_Target,Packaging_Type,Main_Ingredient,Cruelty_Free,Country_of_Origin,ID
Super Mascara,Tatcha,Mascara,Occasional,22.09,2.0,8324,250ml,Sensitive,Male,Stick,Vitamin C,FALSE,Australia,526
Divine Eye Shadow,Perricone MD,Eye Shadow,Daily,114.08,2.5,6664,50ml,Combination,Unisex,Bottle,Retinol,TRUE,UK,527
Super Contour,Juvia’s Place,Contour,Occasional,140.84,4.7,7874,30ml,Normal,Unisex,Stick,Vitamin C,FALSE,South Korea,528
Magic Blush,Urban Decay,Blush,Daily,147.48,2.9,4449,150ml,Oily,Female,Spray,Salicylic Acid,FALSE,South Korea,529
Magic Eye Shadow,Glossier,Eye Shadow,Occasional,90.35,4.7,5438,250ml,Sensitive,Male,Bottle,Salicylic Acid,TRUE,South Korea,530
Magic Foundation,Hourglass,Foundation,Daily,12.67,3.3,4241,150ml,Combination,Female,Stick,Glycerin,FALSE,UK,531
Divine Eyeliner,Kylie Cosmetics,Eyeliner,Monthly,86.57,2.4,7544,50ml,Oily,Male,Compact,Vitamin C,FALSE,Germany,532
Magic Face Oil,Sisley,Face Oil,Daily,110.44,4.8,1942,150ml,Sensitive,Unisex,Stick,Glycerin,TRUE,Japan,533
Super Exfoliator,Becca,Exfoliator,Weekly,53.2,4.8,6233,100ml,Dry,Unisex,Bottle,Hyaluronic Acid,TRUE,South Korea,534
Perfect Lipstick,KVD Beauty,Lipstick,Occasional,49.3,1.5,4231,100ml,Combination,Unisex,Bottle,Salicylic Acid,TRUE,Italy,535
Ultra Face Oil,Ilia Beauty,Face Oil,Weekly,17.58,4.6,3593,150ml,Normal,Unisex,Compact,Hyaluronic Acid,FALSE,France,536
Magic Serum,Sisley,Serum,Monthly,92.41,4.5,2116,200ml,Normal,Male,Jar,Shea Butter,FALSE,Germany,537
Ultra BB Cream,Urban Decay,BB Cream,Weekly,62.57,5.0,5882,200ml,Combination,Male,Jar,Hyaluronic Acid,TRUE,Australia,538
Super Face Oil,ColourPop,Face Oil,Monthly,103.67,4.8,3841,200ml,Combination,Female,Compact,Hyaluronic Acid,TRUE,USA,539
Magic Eye Shadow,IT Cosmetics,Eye Shadow,Occasional,125.77,3.7,3469,100ml,Dry,Unisex,Jar,Hyaluronic Acid,TRUE,Germany,540
Divine Serum,RMS Beauty,Serum,Monthly,105.54,2.7,4075,100ml,Dry,Unisex,Jar,Salicylic Acid,FALSE,Italy,541
Magic BB Cream,Bite Beauty,BB Cream,Monthly,12.73,4.8,2321,30ml,Combination,Female,Spray,Shea Butter,FALSE,Italy,542
Ultra Makeup Remover,Tatcha,Makeup Remover,Daily,78.66,4.5,6767,200ml,Normal,Female,Compact,Shea Butter,TRUE,Germany,543
Magic Primer,KVD Beauty,Primer,Occasional,107.65,2.9,4791,50ml,Oily,Male,Compact,Shea Butter,FALSE,USA,544
Ultra Moisturizer,Becca,Moisturizer,Monthly,125.99,4.3,9126,250ml,Sensitive,Unisex,Bottle,Shea Butter,TRUE,Australia,545
Ultra Blush,Fenty Beauty,Blush,Occasional,75.59,2.0,7344,100ml,Combination,Female,Jar,Vitamin C,TRUE,Australia,546
Super Mascara,Rare Beauty,Mascara,Monthly,62.84,4.5,76,50ml,Oily,Female,Tube,Salicylic Acid,FALSE,USA,547
Magic Lip Gloss,Glossier,Lip Gloss,Weekly,58.93,4.3,640,150ml,Oily,Unisex,Bottle,Vitamin C,TRUE,Germany,548
Magic BB Cream,Danessa Myricks,BB Cream,Occasional,144.33,4.9,5005,100ml,Combination,Male,Tube,Salicylic Acid,FALSE,Italy,549
Perfect Foundation,Too Faced,Foundation,Monthly,54.41,2.0,81,30ml,Sensitive,Female,Jar,Aloe Vera,TRUE,Australia,550
Magic Eye Shadow,Perricone MD,Eye Shadow,Weekly,146.78,4.8,7048,50ml,Combination,Male,Stick,Aloe Vera,FALSE,Italy,551
Ultra Exfoliator,Glossier,Exfoliator,Weekly,73.53,4.7,7966,50ml,Oily,Female,Compact,Aloe Vera,TRUE,Italy,552
Super Highlighter,Tarte,Highlighter,Weekly,77.04,3.6,9662,200ml,Normal,Male,Bottle,Salicylic Acid,FALSE,Germany,553
Ultra Moisturizer,Urban Decay,Moisturizer,Occasional,42.6,3.1,9042,100ml,Dry,Female,Spray,Aloe Vera,TRUE,Italy,554
Super Powder,Juvia’s Place,Powder,Daily,133.91,4.8,3712,50ml,Combination,Female,Tube,Aloe Vera,TRUE,South Korea,555
Magic Concealer,Natasha Denona,Concealer,Daily,118.61,5.0,5432,30ml,Combination,Male,Spray,Aloe Vera,FALSE,Japan,556
Magic Lip Liner,Kylie Cosmetics,Lip Liner,Monthly,76.8,4.7,6460,30ml,Normal,Male,Compact,Glycerin,TRUE,Germany,557
Perfect Face Oil,Ilia Beauty,Face Oil,Occasional,29.73,3.4,6001,100ml,Dry,Male,Compact,Salicylic Acid,FALSE,USA,558
Ultra CC Cream,ColourPop,CC Cream,Occasional,67.6,4.1,5726,250ml,Combination,Female,Spray,Retinol,TRUE,Japan,559
Perfect Eye Shadow,Patrick Ta,Eye Shadow,Daily,25.89,4.8,5823,50ml,Combination,Male,Jar,Aloe Vera,FALSE,South Korea,560
Ultra Highlighter,Charlotte Tilbury,Highlighter,Occasional,142.01,4.7,117,100ml,Normal,Female,Bottle,Shea Butter,FALSE,Japan,561
Ultra Setting Spray,Rare Beauty,Setting Spray,Weekly,132.84,2.0,5271,50ml,Combination,Female,Jar,Shea Butter,FALSE,France,562
Divine Face Mask,NARS,Face Mask,Monthly,139.59,4.4,5904,100ml,Combination,Female,Stick,Shea Butter,FALSE,Australia,563
Super Lip Gloss,Farsali,Lip Gloss,Weekly,38.78,4.1,4261,100ml,Oily,Unisex,Stick,Hyaluronic Acid,FALSE,France,564
Perfect Foundation,Shiseido,Foundation,Monthly,70.13,4.6,3527,30ml,Combination,Unisex,Bottle,Aloe Vera,TRUE,Italy,565
Super Face Mask,ColourPop,Face Mask,Monthly,60.29,4.9,9804,150ml,Normal,Male,Spray,Shea Butter,TRUE,Germany,566
Divine Serum,Milk Makeup,Serum,Occasional,89.33,4.8,1891,250ml,Sensitive,Female,Bottle,Retinol,FALSE,Australia,567
Super Makeup Remover,Yves Saint Laurent,Makeup Remover,Weekly,71.63,4.9,511,100ml,Normal,Male,Jar,Vitamin C,TRUE,UK,568
Super Eyeliner,Bite Beauty,Eyeliner,Monthly,147.83,4.8,9522,100ml,Dry,Male,Bottle,Retinol,TRUE,Germany,569
Super Highlighter,Shiseido,Highlighter,Occasional,149.34,3.4,3109,30ml,Dry,Unisex,Stick,Hyaluronic Acid,FALSE,South Korea,570
Perfect Makeup Remover,Laura Mercier,Makeup Remover,Occasional,61.71,3.7,1566,50ml,Oily,Male,Jar,Shea Butter,FALSE,Italy,571
Super Setting Spray,Fenty Beauty,Setting Spray,Daily,132.53,4.0,5070,100ml,Normal,Female,Tube,Vitamin C,FALSE,Australia,572
Divine Powder,Kiehl’s,Powder,Monthly,21.46,5.0,3242,30ml,Sensitive,Unisex,Bottle,Vitamin C,FALSE,Italy,573
Divine Lipstick,Milk Makeup,Lipstick,Daily,88.91,4.5,4058,250ml,Sensitive,Male,Compact,Aloe Vera,TRUE,UK,574
Ultra Bronzer,Ilia Beauty,Bronzer,Monthly,28.05,5.0,4094,100ml,Combination,Male,Tube,Hyaluronic Acid,TRUE,South Korea,575
Super Cleanser,Bourjois,Cleanser,Weekly,83.77,4.6,8964,150ml,Dry,Female,Jar,Salicylic Acid,TRUE,Germany,576
Super BB Cream,Glossier,BB Cream,Occasional,71.5,4.3,3155,30ml,Normal,Male,Stick,Salicylic Acid,TRUE,Japan,577
Divine Lip Liner,Ilia Beauty,Lip Liner,Weekly,123.91,3.0,7125,150ml,Normal,Female,Stick,Glycerin,FALSE,Germany,578
Super Lipstick,Drunk Elephant,Lipstick,Weekly,103.54,4.7,7451,50ml,Oily,Male,Spray,Glycerin,FALSE,Italy,579
Perfect Serum,IT Cosmetics,Serum,Daily,26.94,4.9,9539,150ml,Oily,Unisex,Jar,Glycerin,FALSE,USA,580
Magic Makeup Remover,Too Faced,Makeup Remover,Monthly,34.46,2.0,5485,150ml,Oily,Female,Jar,Retinol,TRUE,Italy,581
Divine Concealer,Tatcha,Concealer,Occasional,111.18,4.4,9372,100ml,Sensitive,Male,Tube,Aloe Vera,FALSE,Italy,582
Super Eye Shadow,Make Up For Ever,Eye Shadow,Occasional,46.08,3.0,777,100ml,Normal,Unisex,Spray,Glycerin,FALSE,USA,583
Magic BB Cream,Kylie Cosmetics,BB Cream,Daily,11.88,3.9,8378,100ml,Oily,Male,Stick,Vitamin C,FALSE,UK,584
Super Exfoliator,Tatcha,Exfoliator,Weekly,101.66,2.0,3575,150ml,Oily,Male,Bottle,Retinol,FALSE,South Korea,585
Magic Moisturizer,Charlotte Tilbury,Moisturizer,Occasional,89.92,2.2,2789,200ml,Sensitive,Male,Compact,Salicylic Acid,TRUE,South Korea,586
Ultra Bronzer,Kiehl’s,Bronzer,Monthly,67.27,4.6,1347,250ml,Oily,Female,Stick,Vitamin C,TRUE,Australia,587
Divine Moisturizer,Patrick Ta,Moisturizer,Monthly,89.4,2.0,5704,30ml,Dry,Unisex,Stick,Vitamin C,TRUE,Australia,588
Magic Highlighter,Anastasia Beverly Hills,Highlighter,Monthly,126.96,3.0,7663,30ml,Oily,Female,Jar,Aloe Vera,TRUE,USA,589
Magic Makeup Remover,NARS,Makeup Remover,Weekly,50.09,4.9,5701,250ml,Combination,Male,Jar,Vitamin C,FALSE,USA,590
Magic Foundation,Juvia’s Place,Foundation,Monthly,76.26,3.0,930,100ml,Normal,Unisex,Compact,Glycerin,TRUE,Australia,591
Divine Primer,Yves Saint Laurent,Primer,Occasional,131.57,1.0,8089,50ml,Oily,Male,Tube,Hyaluronic Acid,TRUE,UK,592
Ultra Cleanser,Milk Makeup,Cleanser,Monthly,10.96,4.8,5714,30ml,Sensitive,Unisex,Jar,Shea Butter,TRUE,Italy,593
Magic Exfoliator,Tarte,Exfoliator,Daily,87.78,4.6,7252,250ml,Sensitive,Unisex,Spray,Hyaluronic Acid,TRUE,UK,594
Super Face Mask,RMS Beauty,Face Mask,Daily,142.81,3.1,669,250ml,Oily,Male,Bottle,Glycerin,TRUE,USA,595
Ultra Face Mask,Natasha Denona,Face Mask,Daily,125.76,4.4,1137,200ml,Sensitive,Female,Compact,Retinol,FALSE,South Korea,596
Super Eyeliner,Make Up For Ever,Eyeliner,Occasional,55.35,4.1,6890,250ml,Normal,Female,Stick,Salicylic Acid,FALSE,South Korea,597
Divine Blush,Bite Beauty,Blush,Weekly,61.17,2.0,6985,30ml,Sensitive,Male,Compact,Salicylic Acid,FALSE,Japan,598
Super Bronzer,Drunk Elephant,Bronzer,Monthly,56.4,3.6,4412,200ml,Normal,Male,Spray,Shea Butter,FALSE,Germany,599
Super CC Cream,E.l.f.,CC Cream,Daily,128.53,3.6,9952,30ml,Sensitive,Male,Stick,Vitamin C,TRUE,Australia,600
Ultra Bronzer,RMS Beauty,Bronzer,Occasional,89.39,2.0,8053,30ml,Dry,Unisex,Compact,Hyaluronic Acid,FALSE,Australia,601
Ultra Cleanser,Morphe,Cleanser,Weekly,130.0,4.8,6945,100ml,Normal,Male,Spray,Hyaluronic Acid,TRUE,South Korea,602
Magic Eyeliner,Natasha Denona,Eyeliner,Weekly,71.9,1.9,136,200ml,Combination,Unisex,Compact,Salicylic Acid,TRUE,UK,603
Super CC Cream,Tatcha,CC Cream,Monthly,113.51,4.9,3433,30ml,Sensitive,Female,Tube,Salicylic Acid,FALSE,USA,604
Magic Primer,RMS Beauty,Primer,Monthly,75.49,4.3,8813,250ml,Combination,Unisex,Bottle,Glycerin,TRUE,Italy,605
Ultra Setting Spray,ColourPop,Setting Spray,Monthly,117.18,3.8,1140,100ml,Normal,Female,Spray,Retinol,TRUE,UK,606
Magic Cleanser,Kylie Cosmetics,Cleanser,Monthly,73.89,3.8,5004,30ml,Sensitive,Unisex,Bottle,Retinol,FALSE,France,607
Magic Exfoliator,Bobby Brown,Exfoliator,Occasional,125.88,5.0,1371,50ml,Sensitive,Male,Stick,Shea Butter,FALSE,USA,608
Super Makeup Remover,KVD Beauty,Makeup Remover,Daily,122.89,2.7,9403,250ml,Combination,Unisex,Spray,Retinol,TRUE,UK,609
Magic Face Mask,Fenty Beauty,Face Mask,Monthly,114.5,4.0,5883,50ml,Dry,Female,Spray,Shea Butter,TRUE,South Korea,610
Magic Blush,Too Faced,Blush,Daily,121.78,4.0,378,50ml,Combination,Female,Stick,Salicylic Acid,TRUE,Germany,611
Magic Face Oil,RMS Beauty,Face Oil,Occasional,113.5,4.8,8678,250ml,Normal,Female,Bottle,Salicylic Acid,FALSE,Japan,612
Ultra Serum,Clinique,Serum,Monthly,138.79,2.8,7799,50ml,Combination,Female,Tube,Salicylic Acid,FALSE,France,613
Perfect Powder,Bite Beauty,Powder,Occasional,125.24,5.0,9292,30ml,Oily,Male,Jar,Shea Butter,TRUE,UK,614
Super Lip Gloss,Patrick Ta,Lip Gloss,Daily,31.96,4.0,7659,100ml,Normal,Female,Compact,Glycerin,FALSE,UK,615
Divine Setting Spray,Juvia’s Place,Setting Spray,Weekly,46.33,4.0,7944,250ml,Dry,Male,Jar,Salicylic Acid,TRUE,Australia,616
Magic Lip Liner,Hourglass,Lip Liner,Occasional,143.04,2.7,8887,100ml,Sensitive,Female,Stick,Retinol,FALSE,Japan,617
Magic Eyeliner,Clinique,Eyeliner,Weekly,13.63,4.7,5472,50ml,Dry,Female,Spray,Retinol,TRUE,France,618
Super Bronzer,Laura Mercier,Bronzer,Monthly,90.36,3.2,7762,200ml,Combination,Unisex,Tube,Hyaluronic Acid,FALSE,Germany,619
Divine Concealer,Fenty Beauty,Concealer,Monthly,138.75,4.5,1490,200ml,Dry,Male,Stick,Shea Butter,FALSE,South Korea,620
Perfect Serum,Sisley,Serum,Daily,70.48,4.6,3353,100ml,Sensitive,Male,Bottle,Retinol,FALSE,France,621
Magic Face Mask,Perricone MD,Face Mask,Occasional,39.65,4.9,3037,30ml,Sensitive,Unisex,Spray,Aloe Vera,FALSE,South Korea,622
Ultra Bronzer,Bite Beauty,Bronzer,Monthly,57.61,2.2,3833,100ml,Combination,Unisex,Jar,Hyaluronic Acid,FALSE,France,623
Super Powder,ColourPop,Powder,Weekly,109.8,4.4,7616,100ml,Normal,Female,Stick,Retinol,TRUE,Italy,624
Divine Moisturizer,Tatcha,Moisturizer,Daily,114.12,4.8,5569,250ml,Oily,Male,Tube,Shea Butter,TRUE,South Korea,625
Perfect Moisturizer,Bite Beauty,Moisturizer,Weekly,38.43,4.7,7204,150ml,Sensitive,Female,Jar,Glycerin,TRUE,Australia,626
Magic Lip Liner,Morphe,Lip Liner,Daily,85.15,3.8,5519,200ml,Combination,Female,Compact,Retinol,TRUE,UK,627
Ultra Makeup Remover,Huda Beauty,Makeup Remover,Monthly,82.52,5.0,4245,100ml,Combination,Unisex,Stick,Vitamin C,TRUE,Germany,628
Perfect Highlighter,Kylie Cosmetics,Highlighter,Weekly,86.95,4.9,6946,250ml,Normal,Male,Bottle,Aloe Vera,TRUE,South Korea,629
Perfect Bronzer,Danessa Myricks,Bronzer,Monthly,102.1,3.0,8102,50ml,Normal,Unisex,Stick,Glycerin,TRUE,Japan,630
Super Powder,Tarte,Powder,Weekly,71.2,3.4,9451,50ml,Combination,Female,Bottle,Hyaluronic Acid,FALSE,France,631
Super Highlighter,Yves Saint Laurent,Highlighter,Occasional,141.56,5.0,8957,250ml,Oily,Unisex,Compact,Aloe Vera,FALSE,South Korea,632
Perfect Eyeliner,Danessa Myricks,Eyeliner,Daily,33.21,4.9,5841,150ml,Dry,Male,Bottle,Aloe Vera,FALSE,UK,633
Perfect Primer,Milk Makeup,Primer,Occasional,88.47,5.0,6199,150ml,Dry,Unisex,Bottle,Aloe Vera,TRUE,UK,634
Super Highlighter,KVD Beauty,Highlighter,Occasional,14.02,3.7,9182,150ml,Combination,Female,Compact,Glycerin,FALSE,Germany,635
Divine Bronzer,Pat McGrath Labs,Bronzer,Daily,94.63,4.3,631,200ml,Dry,Male,Stick,Hyaluronic Acid,FALSE,South Korea,636
Ultra BB Cream,Tatcha,BB Cream,Daily,126.39,4.2,5702,30ml,Combination,Male,Spray,Aloe Vera,TRUE,South Korea,637
Ultra Eyeliner,Milk Makeup,Eyeliner,Weekly,50.65,2.8,4015,30ml,Oily,Female,Jar,Glycerin,FALSE,UK,638
Super Blush,Kiehl’s,Blush,Occasional,73.27,4.6,8280,200ml,Dry,Unisex,Spray,Shea Butter,FALSE,UK,639
Magic Powder,Milk Makeup,Powder,Occasional,67.42,3.7,9752,100ml,Combination,Unisex,Compact,Glycerin,FALSE,USA,640
Divine Concealer,Bobby Brown,Concealer,Weekly,71.12,3.1,629,200ml,Sensitive,Female,Jar,Vitamin C,FALSE,UK,641
Perfect Powder,Yves Saint Laurent,Powder,Occasional,31.08,5.0,4524,150ml,Dry,Unisex,Compact,Glycerin,TRUE,UK,642
Perfect Face Oil,Morphe,Face Oil,Occasional,57.65,4.4,5732,250ml,Sensitive,Male,Stick,Salicylic Acid,FALSE,Germany,643
Divine Foundation,Milk Makeup,Foundation,Occasional,105.09,4.9,4367,150ml,Normal,Female,Jar,Vitamin C,FALSE,South Korea,644
Perfect Face Mask,Bobby Brown,Face Mask,Occasional,87.76,3.6,4803,150ml,Sensitive,Female,Bottle,Glycerin,FALSE,South Korea,645
Divine Lipstick,Natasha Denona,Lipstick,Occasional,66.53,4.0,9039,30ml,Normal,Male,Bottle,Retinol,TRUE,Australia,646
Perfect Lip Gloss,Pat McGrath Labs,Lip Gloss,Daily,13.0,4.9,7326,200ml,Sensitive,Unisex,Spray,Glycerin,TRUE,Japan,647
Perfect Eye Shadow,ColourPop,Eye Shadow,Occasional,133.46,4.4,9547,250ml,Oily,Female,Jar,Retinol,TRUE,Japan,648
Divine Lip Liner,Too Faced,Lip Liner,Daily,15.01,4.3,7312,100ml,Combination,Male,Stick,Aloe Vera,FALSE,Japan,649
Magic Face Oil,Make Up For Ever,Face Oil,Weekly,11.26,4.9,1163,200ml,Dry,Male,Bottle,Hyaluronic Acid,FALSE,USA,650
Divine Exfoliator,Patrick Ta,Exfoliator,Occasional,12.12,3.9,9625,250ml,Combination,Male,Compact,Salicylic Acid,TRUE,France,651
Perfect Lipstick,Fenty Beauty,Lipstick,Weekly,131.04,3.7,5488,250ml,Normal,Male,Tube,Glycerin,FALSE,South Korea,652
Ultra Setting Spray,Anastasia Beverly Hills,Setting Spray,Daily,29.99,4.9,5649,150ml,Normal,Male,Compact,Shea Butter,TRUE,Japan,653
Magic Eyeliner,Becca,Eyeliner,Monthly,65.92,3.0,9409,100ml,Oily,Male,Stick,Aloe Vera,FALSE,UK,654
Divine Eye Shadow,Patrick Ta,Eye Shadow,Weekly,103.49,2.0,6979,250ml,Sensitive,Male,Jar,Retinol,TRUE,USA,655
Divine Bronzer,Drunk Elephant,Bronzer,Daily,111.13,4.1,8456,200ml,Dry,Female,Spray,Glycerin,FALSE,Australia,656
Ultra BB Cream,Laura Mercier,BB Cream,Daily,124.65,4.9,5990,200ml,Sensitive,Male,Stick,Shea Butter,TRUE,USA,657
Perfect Setting Spray,Patrick Ta,Setting Spray,Weekly,91.84,4.6,8019,150ml,Normal,Unisex,Tube,Hyaluronic Acid,TRUE,UK,658
Divine Primer,Urban Decay,Primer,Monthly,95.49,4.3,241,250ml,Dry,Male,Bottle,Glycerin,TRUE,USA,659
Super Makeup Remover,Perricone MD,Makeup Remover,Occasional,46.87,4.0,6536,30ml,Normal,Male,Compact,Vitamin C,TRUE,USA,660
Super Makeup Remover,Drunk Elephant,Makeup Remover,Daily,99.81,4.3,5068,150ml,Dry,Male,Compact,Vitamin C,FALSE,USA,661
Perfect Foundation,ColourPop,Foundation,Monthly,95.76,1.0,5299,200ml,Combination,Male,Stick,Aloe Vera,TRUE,USA,662
Perfect Moisturizer,Rare Beauty,Moisturizer,Occasional,80.26,4.1,2769,200ml,Normal,Female,Jar,Aloe Vera,TRUE,France,663
Super Blush,Laura Mercier,Blush,Occasional,41.41,3.5,180,50ml,Oily,Male,Stick,Salicylic Acid,TRUE,UK,664
Ultra Foundation,Perricone MD,Foundation,Weekly,22.19,4.3,2627,100ml,Dry,Female,Compact,Salicylic Acid,FALSE,France,665
Perfect Face Oil,Laura Mercier,Face Oil,Daily,60.74,4.1,213,50ml,Oily,Female,Tube,Salicylic Acid,FALSE,France,666
Ultra Lip Liner,Natasha Denona,Lip Liner,Monthly,124.91,4.3,3900,30ml,Combination,Unisex,Jar,Glycerin,FALSE,France,667
Super Setting Spray,ColourPop,Setting Spray,Daily,85.89,3.9,8271,200ml,Normal,Female,Jar,Aloe Vera,TRUE,South Korea,668
Perfect Cleanser,Urban Decay,Cleanser,Weekly,146.4,3.0,7154,200ml,Dry,Male,Bottle,Retinol,FALSE,France,669
Divine Primer,Danessa Myricks,Primer,Monthly,53.81,3.7,4542,150ml,Oily,Unisex,Compact,Hyaluronic Acid,TRUE,Italy,670
Divine Eye Shadow,Hourglass,Eye Shadow,Occasional,99.62,4.8,7430,250ml,Oily,Male,Tube,Aloe Vera,TRUE,Italy,671
Super Primer,Becca,Primer,Weekly,97.85,4.8,9582,50ml,Oily,Female,Tube,Salicylic Acid,FALSE,South Korea,672
Perfect Face Mask,Farsali,Face Mask,Daily,145.32,3.4,1811,150ml,Oily,Unisex,Tube,Aloe Vera,TRUE,Italy,673
Magic Primer,IT Cosmetics,Primer,Weekly,74.62,4.6,7233,250ml,Sensitive,Male,Spray,Aloe Vera,TRUE,Japan,674
Perfect Foundation,Tatcha,Foundation,Daily,42.99,4.0,105,30ml,Dry,Unisex,Bottle,Glycerin,FALSE,Germany,675
Divine Highlighter,Natasha Denona,Highlighter,Daily,129.97,4.2,5422,100ml,Oily,Unisex,Compact,Shea Butter,FALSE,Japan,676
Divine Highlighter,Glossier,Highlighter,Weekly,147.72,4.2,8279,150ml,Oily,Unisex,Compact,Aloe Vera,FALSE,Germany,677
Perfect Lipstick,Bite Beauty,Lipstick,Monthly,81.05,3.0,7345,30ml,Dry,Male,Jar,Salicylic Acid,TRUE,South Korea,678
Magic Face Oil,Becca,Face Oil,Weekly,58.83,3.5,6503,50ml,Combination,Female,Compact,Shea Butter,FALSE,Germany,679
Divine BB Cream,Perricone MD,BB Cream,Daily,49.62,4.7,4745,150ml,Sensitive,Male,Spray,Retinol,TRUE,Australia,680
Ultra Highlighter,ColourPop,Highlighter,Weekly,83.2,3.6,9394,100ml,Combination,Male,Compact,Salicylic Acid,TRUE,South Korea,681
Magic Eyeliner,Perricone MD,Eyeliner,Weekly,131.05,4.8,250,100ml,Normal,Male,Bottle,Hyaluronic Acid,FALSE,Italy,682
Super Cleanser,Becca,Cleanser,Weekly,139.22,3.5,8580,150ml,Dry,Male,Jar,Vitamin C,TRUE,South Korea,683
Perfect BB Cream,Clinique,BB Cream,Weekly,125.16,3.0,5618,150ml,Dry,Unisex,Tube,Shea Butter,TRUE,Italy,684
Ultra BB Cream,Ilia Beauty,BB Cream,Monthly,140.82,4.8,4221,200ml,Sensitive,Male,Spray,Glycerin,TRUE,South Korea,685
Perfect Lip Liner,Kylie Cosmetics,Lip Liner,Daily,64.81,4.3,2173,30ml,Normal,Male,Stick,Aloe Vera,TRUE,France,686
Perfect Face Mask,Natasha Denona,Face Mask,Occasional,60.35,3.2,7911,100ml,Oily,Male,Bottle,Hyaluronic Acid,FALSE,UK,687
Divine Lipstick,E.l.f.,Lipstick,Occasional,143.07,4.8,7334,30ml,Dry,Unisex,Compact,Retinol,TRUE,USA,688
Super Moisturizer,Becca,Moisturizer,Occasional,46.9,4.0,8724,200ml,Sensitive,Male,Stick,Vitamin C,TRUE,Germany,689
Super Moisturizer,Too Faced,Moisturizer,Weekly,13.59,3.4,7261,200ml,Combination,Unisex,Jar,Hyaluronic Acid,FALSE,Germany,690
Ultra Setting Spray,Drunk Elephant,Setting Spray,Monthly,25.27,2.6,4813,200ml,Normal,Unisex,Spray,Hyaluronic Acid,FALSE,USA,691
Ultra Makeup Remover,Kylie Cosmetics,Makeup Remover,Weekly,13.6,3.7,7635,250ml,Sensitive,Unisex,Stick,Shea Butter,TRUE,Germany,692
Divine Eyeliner,E.l.f.,Eyeliner,Weekly,126.18,4.7,6998,200ml,Dry,Unisex,Jar,Aloe Vera,FALSE,France,693
Magic Lipstick,KVD Beauty,Lipstick,Occasional,132.37,3.5,7786,150ml,Dry,Male,Spray,Shea Butter,FALSE,Italy,694
Divine Foundation,Fenty Beauty,Foundation,Occasional,123.94,4.0,4295,100ml,Normal,Male,Spray,Vitamin C,FALSE,Japan,695
Perfect Moisturizer,Hourglass,Moisturizer,Monthly,130.11,3.3,3178,50ml,Sensitive,Unisex,Spray,Aloe Vera,FALSE,Australia,696
Magic Mascara,Kylie Cosmetics,Mascara,Monthly,84.9,4.4,3909,250ml,Sensitive,Female,Spray,Vitamin C,TRUE,Australia,697
Magic Highlighter,Perricone MD,Highlighter,Weekly,50.0,4.6,9346,50ml,Oily,Female,Stick,Shea Butter,FALSE,Japan,698
Divine Primer,RMS Beauty,Primer,Daily,69.34,3.1,1902,100ml,Dry,Female,Stick,Glycerin,FALSE,USA,699
Magic Mascara,Bourjois,Mascara,Daily,83.48,4.0,2045,150ml,Oily,Male,Spray,Shea Butter,TRUE,Japan,700
Divine Exfoliator,Anastasia Beverly Hills,Exfoliator,Weekly,48.81,2.0,7757,250ml,Oily,Male,Bottle,Retinol,TRUE,Germany,701
Perfect Makeup Remover,Ilia Beauty,Makeup Remover,Daily,103.95,5.0,3798,200ml,Oily,Male,Tube,Hyaluronic Acid,TRUE,USA,702
Divine Setting Spray,Morphe,Setting Spray,Daily,134.71,4.7,2210,50ml,Oily,Unisex,Compact,Shea Butter,FALSE,Japan,703
Magic Highlighter,IT Cosmetics,Highlighter,Monthly,21.44,3.0,6297,200ml,Dry,Female,Bottle,Glycerin,FALSE,Japan,704
Perfect Exfoliator,Morphe,Exfoliator,Daily,141.4,5.0,6601,100ml,Normal,Male,Stick,Glycerin,FALSE,UK,705
Super Foundation,Milk Makeup,Foundation,Monthly,76.13,4.3,7706,100ml,Combination,Female,Spray,Aloe Vera,TRUE,Australia,706
Perfect Cleanser,Rare Beauty,Cleanser,Monthly,59.11,5.0,2609,150ml,Sensitive,Male,Jar,Aloe Vera,FALSE,South Korea,707
Magic Face Mask,Bite Beauty,Face Mask,Daily,13.67,2.0,1639,150ml,Dry,Male,Jar,Aloe Vera,FALSE,USA,708
Perfect Face Oil,Sisley,Face Oil,Weekly,38.54,2.6,3570,50ml,Oily,Male,Tube,Shea Butter,FALSE,Japan,709
Magic CC Cream,Perricone MD,CC Cream,Daily,86.73,4.5,3954,30ml,Normal,Unisex,Stick,Vitamin C,TRUE,UK,710
Super Concealer,Yves Saint Laurent,Concealer,Daily,88.86,3.8,5689,50ml,Dry,Male,Stick,Aloe Vera,TRUE,Japan,711
Magic Powder,RMS Beauty,Powder,Occasional,44.49,4.4,2728,250ml,Dry,Female,Bottle,Retinol,TRUE,Japan,712
Magic Face Mask,E.l.f.,Face Mask,Weekly,81.97,2.0,9344,100ml,Sensitive,Female,Spray,Salicylic Acid,TRUE,South Korea,713
Magic Serum,Farsali,Serum,Weekly,46.06,2.8,543,50ml,Normal,Unisex,Compact,Hyaluronic Acid,TRUE,Australia,714
Magic Makeup Remover,Huda Beauty,Makeup Remover,Weekly,111.81,3.9,1100,250ml,Dry,Unisex,Compact,Vitamin C,FALSE,USA,715
